,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
534,,,2021/9/17 08:18,MedCity,"Brain data startup Rune Labs reveals $23M, plans to rev up neuro drug R&D","Brain data startup Rune Labs reveals $23M, plans to rev up neuro drug R&D","Rune Labs developed software that aggregates brain data, providing insights for clinical care and clinical research. Health systems are starting to adopt the technology, and the startup has now raised $22.8 million to grow that part of the business while also expanding use of the technology in drug development.",https://medcitynews.com/2021/09/brain-data-startup-rune-labs-reveals-23m-plans-to-rev-up-neuro-drug-rd/
535,,,2021/9/17 20:15,MedCity,FDA panel backs booster shots in high-risk groups after rejecting broader proposal,FDA panel backs booster shots in high-risk groups after rejecting broader proposal,"An FDA advisory panel voted down a proposal for booster shots of the Pfizer/BioNTech Covid-19 in the general population, opting instead to support third shots in certain high-risk groups, such as the elderly. Panelists want to see more information supporting the need for a booster, as well as data about a heart safety risk the vaccine may pose to young males.",https://medcitynews.com/2021/09/fda-panel-backs-booster-shots-in-high-risk-groups-after-rejecting-broader-proposal/
536,,,2021/9/17 07:30,Biotech,ESMO: Daiichi unveils first early peek at next-gen ADC,ESMO: Daiichi unveils first early peek at next-gen ADC,"Early Friday morning at the European Society of Medical Oncology Congress, we got a glimpse of its fourth ADC, known simply as DS-7300.",https://www.fiercebiotech.com/biotech/esmo-daiichi-unveils-first-early-peek-at-next-gen-adc-as-analysts-see-strong-dataset
537,,,2021/9/17 16:58,MedCity,"Abbott seeks expanded indication, national coverage for CardioMEMS device","Abbott seeks expanded indication, national coverage for CardioMEMS device","With the results of a recent trial, Abbott is seeking an expanded indication from the FDA for its CardioMEMS device, intended to prevent hospitalizations in patients with heart failure.  It’s also hoping to win over national coverage from CMS. ",https://medcitynews.com/2021/09/abbott-seeks-expanded-indication-national-coverage-for-cardiomems-device/
538,,,2021/9/17 14:04,MedCity,CareFirst unveils virtual-first primary care practice,CareFirst unveils virtual-first primary care practice,"The practice, which initially will only be offered to CareFirst BCBS commercial members, provides an array of services, including preventive care, insurance navigation and behavioral and mental health services. Patients will be referred to in-person care with local providers when needed. ",https://medcitynews.com/2021/09/carefirst-unveils-virtual-first-primary-care-practice/
539,,,2021/9/17 14:00,Biotech,Bats' immunity could lead to new treatment options for COVID-19,Bats' immunity could lead to new treatment options for COVID-19,"Bats' ability to fight coronaviruses can be traced to reduced inflammasome signaling, suggesting new strategies for fighting COVID-19, a study said.",https://www.fiercebiotech.com/research/bats-immunity-could-point-to-new-therapeutic-approaches-for-fighting-covid-19
540,,,2021/9/17 11:30,Biotech,Gynesonics nabs FDA OK for uterine fibroid ablation system,Gynesonics nabs FDA OK for uterine fibroid ablation system,The newly cleared version of Gynesonics’ platform can perform ablations 20% smaller than previous iterations.,https://www.fiercebiotech.com/medtech/gynesonics-nabs-fda-clearance-for-updated-ultrasound-powered-ablation-system-to-shrink
541,,,2021/9/17 10:45,Biotech,Hong Kong COVID tester Prenetics sets up $1.7B SPAC deal,Hong Kong COVID tester Prenetics sets up $1.7B SPAC deal,The proceeds will fund Prenetics' global expansion as well as an acquisition strategy aimed at growing its U.S. footprint.,https://www.fiercebiotech.com/medtech/hong-kong-covid-tester-prenetics-sets-up-1-7b-spac-deal
542,,,2021/9/17 10:31,Biotech,Pyxis names ADC Therapeutics vet as CMO,Pyxis names ADC Therapeutics vet as CMO,Industry veteran Jay Feingold will join Pyxis Oncology to lead clinical development of next-gen antibody-drug conjugates.,https://www.fiercebiotech.com/biotech/pyxis-oncology-names-new-chief-medical-officer-to-lead-cancer-adcs-development
543,,,2021/9/17 10:20,Biotech,Everest inks $561M biobucks deal for renal disease treatment,Everest inks $561M biobucks deal for renal disease treatment,Everest Medicines bought into the COVID-19 vaccine and mRNA space earlier this week and will now add a $561 million biobucks deal in renal diseases.,https://www.fiercebiotech.com/biotech/everest-inks-second-deal-week-will-pay-up-to-561m-for-sinovent-sinomab-for-renal-diseases
544,,,2021/9/17 10:10,Biotech,Excision's HIV CRISPR therapy cleared for human studies by FDA,Excision's HIV CRISPR therapy cleared for human studies by FDA,A CRISPR-Cas9 gene editing technology that has shown promise in clearing HIV from mice is headed into human testing.,https://www.fiercebiotech.com/biotech/excision-hiv-crispr-gene-editing-therapy-cleared-for-human-studies-by-fda
545,,,2021/9/16 09:55,Biotech,Biogen's non-opioid painkiller offers mixed results in phase 2,Biogen's non-opioid painkiller offers mixed results in phase 2,Biogen’s non-opioid pain therapy vixotrigine did not reduce average daily pain as intended during a midstage study.,https://www.fiercebiotech.com/biotech/biogen-s-vixotrigine-fails-phase-2-small-fiber-neuropathy-trial
546,,,2021/9/16 08:50,Biotech,ESMO: Zymeworks lays down marker in fight to unseat Herceptin,ESMO: Zymeworks lays down marker in fight to unseat Herceptin,Zymeworks presented encouraging early data on its HER2‑targeted bispecific antibody—and a showdown with the incumbent Herceptin is up next. ,https://www.fiercebiotech.com/biotech/esmo-zymeworks-lays-down-marker-fight-to-unseat-herceptin
547,,,2021/9/16 18:47,MedCity,"Intermountain Healthcare, SCL Health to merge, creating $14B system","Intermountain Healthcare, SCL Health to merge, creating $14B system","If the merger is approved, the combined health system will operate 33 hospitals and 385 clinics across six states. The merger also represents the joining together of a faith-based organization, SCL Health, and a secular entity, Intermountain. ",https://medcitynews.com/2021/09/intermountain-healthcare-scl-health-to-merge-creating-14b-system/
548,,,2021/9/16 18:42,MedCity,"Racism, sexism and now fraud: Lawsuits pile up at New Jersey ‘AI’ firm","Racism, sexism and now fraud: Lawsuits pile up at New Jersey ‘AI’ firm","A previous investigation by MedCity News found that ElectrifAi was touting an improperly-developed algorithm during the earliest phase of the Covid-19 pandemic, with both the company and CEO defendants in an employment discrimination lawsuit. A year later, lawsuits are piling up as more former employees complain that the company and CEO lied about its AI capabilities and business. ",https://medcitynews.com/2021/09/racism-sexism-and-now-fraud-lawsuits-pile-up-at-new-jersey-ai-firm/
549,,,2021/9/16 18:05,Biotech,"Novartis links cancer drug to improved pain, quality of life","Novartis links cancer drug to improved pain, quality of life","With positive phase 3 primary endpoint data in the bag, Novartis arrived at the ESMO Congress 2021 armed with quality of life and pain data.",https://www.fiercebiotech.com/biotech/esmo-novartis-links-prostate-cancer-drug-to-improved-pain-quality-life-as-regulatory
550,,,2021/9/16 17:37,MedCity,Behavioral health startup Spring Health valued at $2B ,Behavioral health startup Spring Health valued at $2B ,"The company, which offers mental health solutions for employers and health plans, recently closed a $190 million series C round, that included both equity and debt. It also brought on Guardian Life as a strategic investor.",https://medcitynews.com/2021/09/behavioral-health-startup-spring-health-valued-at-2b/
551,,,2021/9/16 14:00,Biotech,The immune connection between mutated genes and cancer,The immune connection between mutated genes and cancer,"More than 100 mutated cancer-suppressor genes work by blocking the immune system from recognizing and destroying tumors, a new study reveals.",https://www.fiercebiotech.com/research/how-do-faulty-genes-drive-cancer-there-s-a-surprising-immune-connection-study-finds
552,,,2021/9/16 13:12,Biotech,First witnesses in Holmes trial outline Theranos' corner-cutting,First witnesses in Holmes trial outline Theranos' corner-cutting,"The first two witnesses took the stand in former Theranos CEO Elizabeth Holmes’ federal fraud trial, both ex-employees of the blood-testing startup.",https://www.fiercebiotech.com/medtech/first-witnesses-elizabeth-holmes-fraud-trial-say-theranos-manipulated-lab-data-inflated
553,,,2021/9/16 13:05,Biotech,"FDA names CIO, shuffles IT, cybersecurity work into new office","FDA names CIO, shuffles IT, cybersecurity work into new office","The FDA has reorganized and elevated its IT, data and cybersecurity efforts into a single, new office that will report directly to the commissioner.",https://www.fiercebiotech.com/medtech/fda-appoints-cio-reorganizes-it-cybersecurity-efforts-into-single-digital-office
554,,,2021/9/16 11:41,Biotech,Vifor doles out $55M upfront to license Travere's asset,Vifor doles out $55M upfront to license Travere's asset,"FDA asked Travere for more data on its kidney drug in May, and now the biotech has a licensing agreement with Vifor worth up to $190 million.",https://www.fiercebiotech.com/biotech/vifor-doles-out-55m-upfront-to-license-travere-s-late-stage-kidney-asset-slated-for
555,,,2021/9/16 10:50,Biotech,FDA clears trial for Intellia's ex vivo cancer candidate,FDA clears trial for Intellia's ex vivo cancer candidate,Intellia can now move forward with early human testing of NTLA-5001 after the FDA cleared an early stage clinical trial.,https://www.fiercebiotech.com/biotech/intellia-ex-vivo-gene-editing-cancer-treatment-ntla-5001-trial-cleared-by-fda
556,,,2021/9/16 10:25,Biotech,"Oxford Nanopore, Oracle form genomic sequencing partnership","Oxford Nanopore, Oracle form genomic sequencing partnership","A week after announcing its intent to debut on the London Stock Exchange, Oxford Nanopore has found an investor to snap up half the shares on offer.",https://www.fiercebiotech.com/medtech/oxford-nanopore-scores-ps150m-investment-genomic-sequencing-cloud-support-from-oracle
557,,,2021/9/16 10:22,Biotech,"China's IASO nets $108M to advance cell therapies, antibodies","China's IASO nets $108M to advance cell therapies, antibodies",IASO Biotherapeutics bagged $108 million to fuel a teeming pipeline of cell therapies and antibodies for cancer and autoimmune disease.,https://www.fiercebiotech.com/biotech/china-s-iaso-nets-108m-to-advance-cell-therapies-antibodies-for-cancer-autoimmune-disease
558,,,2021/9/16 10:15,Biotech,Novo-backed Amolyt Pharma snags $80M for endocrine pipeline,Novo-backed Amolyt Pharma snags $80M for endocrine pipeline,"Amolyt Pharma snags $80 million series B from Novo Holdings and venture groups to advance three programs, including a PeptiDream-licensed asset.",https://www.fiercebiotech.com/biotech/novo-backed-amolyt-pharma-snags-80m-series-b-for-endocrine-pipeline
559,,,2021/9/15 13:49,MedCity,Analysis: Cost of care for unvaccinated Covid patients spikes to $5.7B,Analysis: Cost of care for unvaccinated Covid patients spikes to $5.7B,"The cost of hospital care for unvaccinated Covid-19 patients has more than doubled, jumping from about $2 billion to $5.7 billion over the summer. And this figure may still be lower than the actual cost burden unvaccinated people represent to the healthcare system. ",https://medcitynews.com/2021/09/analysis-cost-of-care-for-unvaccinated-covid-patients-spikes-to-5-7b/
